num_substrates,feature_method,avg_accuracy,avg_classwise_acc,std_err_avg_acc,std_err_avg_classwise_acc,avg_precision,avg_recall,avg_f1_score
5,countvectorizer,0.8697979797979798,0.8255238095238095,0.04462131930497665,0.06212513887162426,0.8463647656691133,0.8255238095238095,0.8143903342414254
5,doc2vec_dbow,0.7797979797979797,0.6957142857142857,0.057221130090231394,0.06747318271348644,0.7426025974025974,0.6957142857142858,0.7016210425453375
5,doc2vec_dm,0.9056565656565656,0.8643809523809525,0.025227057865031734,0.03150481372714114,0.8901093544137023,0.8643809523809525,0.8635626209935376
5,word2vec_cbow,0.8966666666666667,0.8475714285714286,0.058989034171051016,0.08189789561473759,0.8672998306041784,0.8475714285714286,0.8507142079686538
5,word2vec_sg,0.9326262626262626,0.9112857142857143,0.03975950557852282,0.05710963319862631,0.9072132505175983,0.9112857142857143,0.9059352869352869
5,fasttext_sg,0.9236363636363635,0.8904285714285715,0.022151862903579247,0.033379695649191514,0.911878474182822,0.8904285714285715,0.8947046429782407
5,fasttext_cbow,0.9146464646464647,0.8791428571428572,0.037934638959349905,0.051162805367387994,0.8851746031746032,0.8791428571428572,0.8748549620314326
6,countvectorizer,0.8299319727891156,0.7686904761904761,0.05148245993417284,0.04972815999712259,0.8002618838488403,0.7686904761904761,0.757060643272982
6,doc2vec_dbow,0.7468537414965986,0.6906673881673882,0.042640636582897476,0.023819326549088013,0.7213905749455621,0.6906673881673883,0.6903943659359816
6,doc2vec_dm,0.9005952380952381,0.8588095238095239,0.04767853427262092,0.06705182109397283,0.8842012777882343,0.8588095238095238,0.8582798301249954
6,word2vec_cbow,0.8672619047619048,0.8079761904761906,0.03613835532538224,0.06825862848616125,0.8272736683606249,0.8079761904761904,0.7978324023091464
6,word2vec_sg,0.9254251700680272,0.9022619047619047,0.02067148712440127,0.031138178620472568,0.9014740050609616,0.9022619047619047,0.8948500627912394
6,fasttext_sg,0.9128401360544217,0.8814285714285715,0.03588898799749689,0.05172944397680748,0.9020379781249345,0.8814285714285713,0.8777684407096172
6,fasttext_cbow,0.9003401360544216,0.8664285714285714,0.03600726122388395,0.059777554391847565,0.8675529100529099,0.8664285714285714,0.8577945363814928
7,countvectorizer,0.8289592760180996,0.7609121830550402,0.03262820316722901,0.030393258261053758,0.8054246547103691,0.7609121830550402,0.7546052940478027
7,doc2vec_dbow,0.708446455505279,0.6079931972789115,0.06808973369587018,0.07529240207096836,0.6574486360200645,0.6079931972789117,0.6119074199544062
7,doc2vec_dm,0.8793363499245853,0.8089795918367347,0.031504970557552775,0.06167946968714625,0.8517218771566598,0.8089795918367345,0.8139932707652839
7,word2vec_cbow,0.8365007541478129,0.7580890538033395,0.03862135194316892,0.06398717664188631,0.7917950579441263,0.7580890538033396,0.7555278903451661
7,word2vec_sg,0.8835595776772248,0.8308503401360545,0.046807251915229414,0.049072403561848756,0.8538711426599624,0.8308503401360544,0.8215011972154828
7,fasttext_sg,0.8679487179487179,0.8018367346938776,0.044455334460670286,0.038359506122155364,0.8622892187177902,0.8018367346938776,0.8085129209845628
7,fasttext_cbow,0.8794871794871796,0.8274489795918368,0.04121029666030655,0.05062792347310229,0.8600100830846172,0.8274489795918366,0.8271388093373633
8,countvectorizer,0.8207407407407408,0.7550297619047619,0.04441311006435281,0.05016981508641418,0.7634170117322292,0.7550297619047619,0.733493558888107
8,doc2vec_dbow,0.6705723905723906,0.5956493506493507,0.03797323056144469,0.042908435904434446,0.5917447377501726,0.5956493506493507,0.5697108924870762
8,doc2vec_dm,0.8645117845117845,0.803779761904762,0.008182857314400688,0.0278070176320985,0.8217945369847544,0.803779761904762,0.7974489770565352
8,word2vec_cbow,0.8460606060606061,0.7852380952380953,0.03421670683562757,0.04650647843954722,0.8071320346320346,0.7852380952380953,0.7691896669222251
8,word2vec_sg,0.89003367003367,0.8418750000000002,0.02606643458777869,0.031312663929081476,0.8623158212560387,0.841875,0.8356145243645243
8,fasttext_sg,0.8862626262626263,0.8333928571428573,0.022362986474892557,0.04408044545792051,0.8552624458874459,0.833392857142857,0.8312567826354404
8,fasttext_cbow,0.8899663299663298,0.8594345238095238,0.028792426836674562,0.039672362286169445,0.872077922077922,0.8594345238095238,0.8495739884830172
9,countvectorizer,0.7743496672716274,0.6871645021645021,0.030627982736448615,0.04850889588569304,0.7392544492544492,0.6871645021645022,0.6774169346957487
9,doc2vec_dbow,0.628614640048397,0.5475829725829726,0.04907920367581982,0.07930996235009173,0.5603502112769847,0.5475829725829726,0.5272178076099645
9,doc2vec_dm,0.8298850574712644,0.7554449254449255,0.0577351220026075,0.09527222661293326,0.7645983645983646,0.7554449254449254,0.7462035538392127
9,word2vec_cbow,0.8194797338173018,0.7342857142857142,0.06008614901420172,0.09159750248089397,0.7895895462562129,0.7342857142857143,0.73080101520138
9,word2vec_sg,0.8506957047791894,0.7877513227513228,0.04225666571799106,0.055516590013687375,0.8199206349206348,0.7877513227513228,0.7819584226830604
9,fasttext_sg,0.8367211131276466,0.778015873015873,0.04676874272171685,0.06801635148899761,0.8038311688311688,0.778015873015873,0.7643805252465217
9,fasttext_cbow,0.8542649727767696,0.797058682058682,0.05881337976695879,0.09499288399860482,0.815616482283149,0.797058682058682,0.7883570681062702
10,countvectorizer,0.7755191256830603,0.694,0.06077269283725049,0.08807691572654112,0.7369659326181065,0.694,0.6838988509497834
10,doc2vec_dbow,0.6303825136612022,0.5413008658008659,0.03836182334405379,0.031749643766703986,0.5515805323585643,0.5413008658008658,0.5237542457542457
10,doc2vec_dm,0.8150819672131149,0.7306904761904762,0.0443311883733528,0.06395879838737176,0.760079365079365,0.7306904761904762,0.7177841602841604
10,word2vec_cbow,0.8018032786885246,0.7137142857142857,0.04413108799731827,0.08786996293095574,0.7492646339168078,0.7137142857142857,0.7090294189015119
10,word2vec_sg,0.8412568306010929,0.7648095238095237,0.048679906997420946,0.08370710733620003,0.7995431331953071,0.7648095238095238,0.7596318681318681
10,fasttext_sg,0.814863387978142,0.7382380952380951,0.059809885232501324,0.09543763026103108,0.7841464646464648,0.7382380952380952,0.7341636567665831
10,fasttext_cbow,0.8415300546448087,0.7745714285714286,0.043109178443660585,0.08103006076944112,0.8294797979797979,0.7745714285714286,0.7722464628493892
11,countvectorizer,0.7288690476190476,0.6232251082251082,0.06357540413227436,0.07725312907036733,0.6418895333915097,0.6232251082251082,0.6036078432530761
11,doc2vec_dbow,0.5582341269841271,0.4679358520267611,0.05762629462438618,0.043366369066943564,0.5096908646908647,0.46793585202676113,0.4577769064569942
11,doc2vec_dm,0.7665674603174604,0.6752597402597403,0.05025523792879123,0.06928667785776581,0.6792279942279942,0.6752597402597402,0.6559137309379456
11,word2vec_cbow,0.7508928571428571,0.6539177489177489,0.043389765623173905,0.05277149497203889,0.671900826446281,0.6539177489177489,0.6334904254777404
11,word2vec_sg,0.8106150793650793,0.7234199134199135,0.03525163296368266,0.04824138781855341,0.7748116113135876,0.7234199134199133,0.7167540305595274
11,fasttext_sg,0.7823908730158731,0.6916883116883117,0.03893757581572901,0.059388725112829006,0.7448373343827889,0.6916883116883118,0.686570586423514
11,fasttext_cbow,0.7948412698412698,0.7091341991341992,0.0323686465101021,0.05349529331213731,0.7599094844549391,0.7091341991341991,0.7040766157477252
12,countvectorizer,0.7201864801864801,0.6034289321789321,0.03300705885445081,0.04268366056245269,0.6776749639249638,0.6034289321789322,0.6025112080677878
12,doc2vec_dbow,0.5562237762237763,0.43993326118326126,0.042196782582191505,0.03756075145465983,0.4601208830156199,0.43993326118326115,0.41944372000029967
12,doc2vec_dm,0.7748251748251749,0.6971789321789322,0.045994639587147855,0.060740893903996174,0.7012265512265512,0.6971789321789322,0.6729634162816239
12,word2vec_cbow,0.7385547785547786,0.628690476190476,0.048534267444912335,0.06686244166056379,0.6559283309283309,0.6286904761904761,0.6161317693174738
12,word2vec_sg,0.8023310023310023,0.7292460317460316,0.0224382434519513,0.02233949004723862,0.750981240981241,0.7292460317460318,0.7133694363345526
12,fasttext_sg,0.7901631701631702,0.7183333333333335,0.03173260518982106,0.03577004025428825,0.7267748917748919,0.7183333333333333,0.7021148575799739
12,fasttext_cbow,0.7901631701631702,0.7019606782106782,0.030251130021511932,0.046153742471537265,0.7282335257335256,0.7019606782106781,0.6926641720998766
13,countvectorizer,0.6871817383669885,0.5508791208791208,0.049612957462460985,0.0522704526225386,0.5598407148407148,0.5508791208791208,0.5267963575516261
13,doc2vec_dbow,0.5071553994732221,0.40080086580086577,0.047731973450431425,0.06479538573060947,0.4583101109416899,0.4008008658008658,0.3906169454585744
13,doc2vec_dm,0.746268656716418,0.6424875124875126,0.03678681211346006,0.05969450957311511,0.6787845487845487,0.6424875124875123,0.6276747894615936
