num_substrates,feature_method,avg_accuracy,avg_classwise_acc,std_err_avg_acc,std_err_avg_classwise_acc,avg_precision,avg_recall,avg_f1_score
7,word2vec_cbow,0.7712312665295327,0.7138876378997348,0.027578728443140178,0.03132557766667254,0.7043822843822843,0.7138876378997346,0.6901558784903659
7,word2vec_sg,0.8027622685865413,0.7677236943164362,0.03786084159880626,0.048007857230787564,0.7277433246829799,0.7677236943164363,0.7348802491687614
7,fasttext_sg,0.8076403173670291,0.7556422811059906,0.03781917139037822,0.05348836502279354,0.7555855382488159,0.7556422811059909,0.7402369318707788
7,fasttext_cbow,0.7954745812518367,0.77040261485826,0.0328158355614761,0.037855069926972226,0.7354428320721424,0.7704026148582601,0.7317843314143206
8,countvectorizer,0.7299147810755218,0.6894190583079473,0.044628891347808376,0.03310899467639498,0.6795185635990233,0.6894190583079473,0.6516187614270614
8,doc2vec_dbow,0.540317367029092,0.5031994548661215,0.04891789434148807,0.07149091095795838,0.45648138021822227,0.5031994548661216,0.45395954121779547
8,doc2vec_dm,0.7590067587422862,0.7338947677836567,0.02688176061845509,0.04545466657953621,0.7040129588184507,0.7338947677836567,0.7048757758439994
8,word2vec_cbow,0.7273875991771964,0.7033539094650205,0.04588949961819689,0.06143056802047169,0.689066935448436,0.7033539094650205,0.6643047306124507
8,word2vec_sg,0.7761680869820746,0.7368106995884773,0.04043459003214891,0.0396748393251653,0.7353281812756646,0.7368106995884773,0.7138636171599555
8,fasttext_sg,0.7712018806935058,0.7535802469135802,0.028812119154001718,0.029619836560372266,0.7237861525663457,0.7535802469135802,0.7121346983956802
8,fasttext_cbow,0.7493682045254187,0.7311415744749078,0.04064310777613605,0.04749428764097414,0.7072981105963562,0.7311415744749078,0.6951213278874036
9,countvectorizer,0.7421980605348223,0.681591341991342,0.04834667554782262,0.06259221701381147,0.6744466644466643,0.681591341991342,0.6528448193552256
9,doc2vec_dbow,0.5669997061416397,0.533191341991342,0.04436794155853221,0.07221620321729266,0.5178192126220799,0.5331913419913419,0.4904922031552383
9,doc2vec_dm,0.7567146635321774,0.7195333333333334,0.04064661331194868,0.041297116566834276,0.7056666039274735,0.7195333333333332,0.6901568383417012
9,word2vec_cbow,0.7275933000293859,0.704,0.04464916456417708,0.08193336848164061,0.6717756121587392,0.704,0.6631957845055971
9,word2vec_sg,0.7737584484278577,0.7518142857142858,0.022201655476668167,0.024242446985147045,0.728132946001367,0.7518142857142858,0.7190883956234831
9,fasttext_sg,0.7518953864237437,0.7250095238095239,0.02428052603285935,0.03260210404573018,0.702912830165004,0.7250095238095238,0.6902268022979166
9,fasttext_cbow,0.7178078166323832,0.6832337662337662,0.028749591790355005,0.07298266634209837,0.6689029800608748,0.6832337662337662,0.6484658251764954
10,countvectorizer,0.6665001469291802,0.6123593073593072,0.054022836554072695,0.05192201862797,0.6349852963123438,0.6123593073593073,0.5928446545688077
10,doc2vec_dbow,0.5014105201292977,0.4629024006296734,0.040875011322885395,0.04094833278191147,0.4355181116643568,0.46290240062967336,0.4254991524067444
10,doc2vec_dm,0.6763444019982369,0.6368732782369146,0.029989307481875192,0.05419326505602591,0.6299247632937472,0.6368732782369148,0.6048474187811824
10,word2vec_cbow,0.6569497502203937,0.6400964187327824,0.05408330399906922,0.10110045459675489,0.6257148762008096,0.6400964187327824,0.6001329571357975
10,word2vec_sg,0.6885395239494564,0.6555726092089729,0.038422966675720226,0.0613401623882246,0.6466215170940816,0.6555726092089729,0.6304840788398665
10,fasttext_sg,0.7273875991771966,0.7042345533254624,0.05688695606804231,0.07883478406149719,0.6910861865407321,0.7042345533254623,0.6709972305436042
10,fasttext_cbow,0.6763737878342638,0.6734848484848486,0.03163895330558771,0.08028450807867213,0.6261563436563435,0.6734848484848485,0.6271224001574214
11,countvectorizer,0.6643549808992066,0.601637173742437,0.027769630593605085,0.04224273365895096,0.6619738755608321,0.6016371737424369,0.5813118344784876
11,doc2vec_dbow,0.5061416397296503,0.46233775727196774,0.026114635472964894,0.02287795610677776,0.45906016984964354,0.46233775727196785,0.42557553393924946
11,doc2vec_dm,0.6836614751689686,0.6369692539429381,0.04584943841279362,0.06805445375265376,0.6372646496016061,0.6369692539429382,0.6127694055245473
11,word2vec_cbow,0.6740523067881281,0.6399533556112503,0.03722660060656384,0.07811356653134256,0.6224788416092764,0.6399533556112503,0.5966699800282281
11,word2vec_sg,0.7251248898031151,0.672973753829017,0.028769528888127588,0.03995743855458131,0.6772594997594997,0.6729737538290168,0.6519521863482853
11,fasttext_sg,0.7129885395239495,0.6526834447229184,0.041201687770565924,0.07059431178212952,0.633080462210897,0.6526834447229184,0.6228223895894673
11,fasttext_cbow,0.6934175727299443,0.6503350864535075,0.021117684891496607,0.04444907300251013,0.6261804560174126,0.6503350864535075,0.6134136816026351
12,countvectorizer,0.6592712312665296,0.6016040821923175,0.04935027241036883,0.05707746325040687,0.611674692828539,0.6016040821923174,0.572421332601251
12,doc2vec_dbow,0.4573905377607993,0.39994725862372926,0.03275064279019196,0.04722745181854074,0.4010146973769265,0.39994725862372926,0.3721030992417037
12,doc2vec_dm,0.6764031736702909,0.6238460559048795,0.018108352360172917,0.03201546907502879,0.6164929663424646,0.6238460559048794,0.5868704003179764
12,word2vec_cbow,0.6739053776079931,0.611091261679497,0.020374918987165487,0.016373339996531247,0.5984001820200915,0.611091261679497,0.5788875602386617
12,word2vec_sg,0.6981780781663238,0.6530235940530058,0.03566905505481686,0.047607470798489725,0.6463983034802432,0.6530235940530058,0.6205547826767985
12,fasttext_sg,0.6933294152218632,0.6356808877397113,0.02218881650398969,0.017549302370484226,0.6187267080745341,0.6356808877397113,0.6076414840515706
12,fasttext_cbow,0.6860417278871584,0.6370528001410354,0.024640930299982187,0.033161791392748725,0.6022952047952048,0.6370528001410355,0.5982485233749136
13,countvectorizer,0.625124889803115,0.5208472479901051,0.048279918052484744,0.08890939031652408,0.5621206967635539,0.5208472479901051,0.49277413214307025
13,doc2vec_dbow,0.418483690861005,0.31708101422387136,0.049637661430538424,0.056169516024341684,0.3693156592780653,0.31708101422387136,0.31914814254406576
13,doc2vec_dm,0.6301498677637378,0.5443846629560916,0.03840734389585521,0.04974312363160966,0.5365002061430633,0.5443846629560914,0.5192878994852765
