sequence
"2.A.85,CE4"
"4.A.1,4.A.1,GH4"
"2.A.2,GH3,GH3"
"3.A.1,GH23"
"GH2,2.A.2"
"2.A.115,CE4"
"GT51,9.A.11,9.A.11,9.A.11,9.A.11"
"GH16_24,GH4,4.A.1,HTH_6,3.A.1,3.A.1,3.A.1,2.A.49"
"GT2,3.A.1,3.A.1,3.A.1"
"CBM34|GH13_20,3.A.1,3.A.1"
"2.A.66,PALP,2.A.2,2.A.2,HTH_AraC,GH36,PfkB,GH13_18,GH13_18"
"3.A.1,3.A.1,3.A.1,GH42"
"CBM50,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1"
"9.B.146,2.A.103,GT28"
"GH13_39,GT35,GT5,CBM48|GH13_9,8.A.21,GH13_31,GH65,LacI,3.A.1,3.A.1,3.A.1"
"1.B.50,GT2"
"2.A.66,GT2,GT2,GT2"
"GH31,2.A.56,2.A.56,2.A.56"
"2.A.1,GH73"
"2.A.51,2.A.51,GH112,SBP_bac_1,HTH_AraC,9.B.33"
"GH3,HATPase_c,2.A.66"
"3.A.1,PAS,PAS,CBM40|GH33"
"2.A.66,CE4,2.A.66,NUDIX,2.A.4,2.A.21"
"2.A.19,HATPase_c,CBM50,SBP_bac_1,3.A.1,3.A.1,3.A.1"
"GT4,GT4,9.B.18,9.B.18,8.A.3,8.A.3"
"2.A.36,CE4,9.B.20"
"4.A.1,GH1"
"2.A.79,HTH_AraC,GH2"
"2.A.35,GH73,3.A.1,3.A.1,3.A.1,3.A.1"
"4.A.6,4.A.6,4.A.6,CE9"
"2.A.35,GH18"
"1.E.14,2.A.122,2.A.115,CE4"
"2.A.1,HTH_AraC,GH3"
"CE4,2.A.45,2.A.79"
"CE4,2.A.68,2.A.19"
"CBM67|GH78,SBP_bac_1,8.A.59"
"3.A.2,3.A.2,3.A.2,3.A.2,3.A.2,2.A.22,Aminotran_1_2,GT2"
"GH3,LytTR,2.A.114,2.A.66"
"3.D.10,9.B.143,2.A.22,2.A.16,TetR_N,CBM48|GH13_9,Fe_dep_repress,8.A.5"
"3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,2.A.115,CE4"
"3.A.1,3.A.1,3.A.1,GH2,GH42,HTH_AraC,3.A.1,3.A.1,3.A.1"
"GH43_12,2.A.51,2.A.51"
"3.A.1,3.A.1,3.A.1,3.A.1,GH27,GH42,GH2,GH3,HTH_AraC,8.A.59"
"2.A.56,2.A.56,GH106,3.A.1,3.A.1,3.A.1"
"8.A.5,GH42,2.A.118"
"GH29,SBP_bac_1,HTH_AraC,8.A.59,3.A.1,3.A.1,CBM67|GH78,GH2,GH137,GH106,GH42,GH42,GH127,CBM67|GH78,8.A.59"
"3.A.1,3.A.1,GH43_11,2.A.66,Nitro_FeMo-Co|Sigma70_r4,3.A.1,3.A.1"
"9.B.33,SBP_bac_1,3.A.1,3.A.1,GH32,GntR,2.A.8"
"3.A.1,3.A.1,3.A.1,HTH_AraC,8.A.59,GH3"
"GH31,HTH_AraC,8.A.59,SBP_bac_1,3.A.1,3.A.1,CE1,GH2,GH3"
"3.A.1,3.A.1,GH32"
"GH13_20,MarR,3.A.1,3.A.1,3.A.1,3.A.1"
"9.A.11,9.A.11,9.A.11,Aminotran_1_2,3.A.1,3.A.1,GH31,GH13_31"
"GH29,3.A.1,3.A.1,3.A.1,3.A.1"
"GH77,2.A.66,2.A.66"
"GT2,9.B.18,GT2,GT2|GT2,GT2|GT2,3.A.1,3.A.1,GH25"
"8.A.7,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,CBM48|GH13_9"
"2.A.23,GH95,HTH_AraC,8.A.59,3.A.1,3.A.1,3.A.1,GH29"
"3.A.1,3.A.1,2.A.115,HTH_AraC,9.B.33,SBP_bac_1,3.A.1,3.A.1,GH31,3.A.1"
"3.A.1,3.A.1,GT2|GT2"
"2.A.21,GH13_11"
"3.A.7,GT2"
"2.A.5,GT0"
"3.A.1,3.A.1,GH77,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1"
"1.A.11,3.A.1,1.A.62,3.A.1,3.A.1,LacI,GH94,2.A.66,3.A.1,2.A.66,GH2"
"3.A.7,GH23,HTH_AraC,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1"
"GH32,GH116,3.A.1,3.A.1,3.A.1"
"GH18,9.B.142"
"3.A.16,CBM34|GH13_39"
"GH31,GH13_4,GH1,GH2,3.A.1,3.A.1"
"3.A.1,HTH_AraC,8.A.59,3.A.1,3.A.1,SBP_bac_1,GH42,2.A.2,GH29,HTH_AraC,GH2,3.A.1"
"GH3,3.A.1,3.A.1"
"8.A.59,HTH_AraC,SBP_bac_1,3.A.1,3.A.1,GH2"
"GH94,GH94,1.C.82"
"GT2,2.A.66,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1"
"GH13_31,PfkB,2.A.39,GH29,9.B.158,HTH_DeoR,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1"
"9.B.18,GT0"
"2.A.1,GH27"
"1.B.14,GH43_18,GH2,GH123,GH5_13"
"GH2,HTH_AraC,3.A.3,2.A.25,9.B.97"
"3.A.9,GT2"
"GT2,9.B.18,GH2"
"3.D.1,3.D.1,3.D.1,3.D.1,Fer4,3.D.9,3.D.1,3.D.9,3.D.1,3.D.1,8.A.51,GH73,GT9"
"GH27,1.B.14,FecR,GerE,2.A.28,1.B.14,2.A.3"
"1.B.14,8.A.46,GH164,GH2,GH20"
"1.A.8,GH26"
"1.B.14,GH130,2.A.21,HTH_AraC,GH2,4.C.1,2.A.7"
"GH20,9.B.33"
"2.A.1,GH39"
"1.B.14,1.B.14,GH148"
"GH20,3.D.5,3.D.5,3.D.5,3.D.5"
"2.A.3,GT4"
"2.A.66,CE8,2.A.1"
"GH3,GH30_3,1.B.14"
"PL12_2,PL12_2,PL13,1.B.14,PL12_2,GH88"
"2.A.16,CE1,2.A.9,CbiA,3.A.18"
"9.B.18,Aminotran_1_2,GT0,9.B.18,GT4,9.B.18"
"2.A.16,HTH_3,GH2"
"2.A.67,GH123"
"CBM32,1.B.14"
"1.B.14,PL8_2,GH88,PL8_2,PL29"
"9.B.158,GH29,GH2"
"GH3,9.B.145,GT27"
"2.A.1,GH106"
"2.A.1,GT4"
"9.B.18,GT4"
"3.A.5,GT4"
"2.A.124,GT2"
"1.B.14,8.A.46,GH110,GH110,GH110"
"GH29,9.B.158"
"GH18,GH18,8.A.46,1.B.14"
"1.B.14,8.A.46,GH20"
"GT28,2.A.103,9.B.146"
"GT4,9.B.18"
"GH25,Fer4,3.A.1,GH13_39,GT35"
"3.A.1,3.A.1,LacI,3.A.1,3.A.1,3.A.1,GH3,3.A.1,3.A.1"
"2.A.50,DctP,GT51"
"3.A.18,CBM50"
"3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,GT4"
"GH23,3.A.7"
"3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,MarR,GT84|GH94"
"GT2,9.A.40"
"CE9,4.A.1,PTS-HPr,8.A.7,4.A.1"
"3.A.5,CE4,NUDIX,2.A.58"
"GH23,3.A.1"
"GT28,9.A.5"
"GT1,GyrI-like,9.A.40,9.A.40,1.E.40,2.A.35"
"4.A.1,GH4,4.A.1"
"GT1,2.A.66,2.A.3"
"GH0,Aminotran_1_2,3.A.1,3.A.1,3.A.1,2.A.25"
"3.A.1,4.A.6,4.A.6,4.A.6,HTH_AraC,4.A.6,SIS,CE9"
"3.A.1,GT0"
"2.A.79,2.A.79,GH113,GT2"
"3.A.1,GH3"
"CE4,2.A.19,GH18"
"2.A.21,GT4,2.A.88"
"2.A.21,Trans_reg_C,4.D.2,CE4,GT28"
"CE9,4.A.3,GH4,4.A.3,4.A.3,GntR,4.A.2,PfkB,HTH_11|Mga,3.A.7,2.A.67"
"1.A.1,2.A.115,9.B.2,GT51"
"GH23,9.A.8"
"2.A.38,PL12,GT0,9.B.18,8.A.3"
"GT2,3.A.1,3.A.1,GT2,4.D.1,4.D.1,GT2,GT32,GT4,9.B.183,GT2,GT4,GT4,9.B.18,9.B.18,8.A.3,2.A.15"
"9.A.11,9.A.11,GT51"
"8.A.21,CBM48|GH13_9,GT5,GT35,GH13_39,3.A.7,HATPase_c|HisKA,3.A.1"
"3.A.1,NUDIX,4.A.1,GH4"
"GT35,3.A.1,3.A.1,3.A.1,GH77,LacI,3.A.1,9.B.28"
"2.A.21,2.A.87,Fer4,2.A.16,CBM50"
"4.A.1,9.B.174,GT28"
"2.A.7,HTH_5,GT4"
"4.A.2,CE9,9.A.40,GT2"
"2.A.79,2.A.79,GGDEF,9.B.146,3.A.11,3.A.11,3.A.5,CBM50"
"GT51,4.C.1"
"3.A.1,GH73"
"GT2,3.A.7,GH25,1.A.23,3.D.1,HTH_AraC,GH4,2.A.2,2.A.8"
"9.B.97,GT2,GT2,GT2"
"2.A.79,4.A.2,Mga|HTH_11,GT2,3.A.1"
"GT2,AA3_2,2.A.15,9.A.23,2.A.3"
"2.A.3,HTH_6,4.A.1,SIS,GH170"
"3.D.1,GH73,2.A.7,2.A.7"
"2.A.8,8.A.5,CE6"
"9.B.46,9.B.14,LytTR,PfkB,GH32,LacI,9.B.102,9.B.102,HTH_DeoR,3.A.1"
"3.A.1,3.A.1,GT2"
"2.A.1,GH0,2.A.6"
"2.A.2,GH120"
"2.A.2,GH2"
"2.A.1,GT2"
"CBM50,2.A.20"
"3.A.1,3.A.1,3.A.1,2.A.115,2.A.41,3.A.1,GT2,3.A.1,3.A.1,GT26,Fe_dep_repress,3.A.1,3.A.1,3.A.1,2.A.36,2.A.63,2.A.63,2.A.63,2.A.63,2.A.63,2.A.63"
"3.A.2,3.A.2,3.A.2,3.A.2,3.A.2,3.A.2,1.A.77,GT0"
"GH1,4.A.1"
"2.A.14,GT4"
"9.A.28,Response_reg|ANTAR,GT2,CE4,9.B.97,TetR_N,2.A.115,PadR,2.A.51"
"GH13_29,4.A.1"
"9.B.141,1.A.11,NUDIX,CBM50|CBM50"
"4.C.1,GT2"
"GT28,2.A.1,2.A.25,2.A.86,TrkA_C,1.A.26"
"2.A.2,GH3"
"3.A.5,3.A.5,3.A.5,3.A.5,GT4,9.B.169,2.A.25"
"GH2,2.A.2,HTH_AraC,2.A.120,2.A.8"
"GH13_31,CBM34|GH13_20,3.A.1,3.A.1,3.A.1,3.A.1"
"8.A.3,9.B.18,GT1,GT32,GT2,GT2"
"GT113,Pyr_redox,2.A.66"
"2.A.37,2.A.21,CE7"
"GH25,2.A.115"
"GH1,4.A.3,GntR,GH1,GH13_31,4.A.3,4.A.3"
"GT28,9.B.146"
"GH73,GT32,2.A.66,3.A.3,GT4,GT26"
"4.A.6,4.A.6,4.A.6,GH1"
"9.B.141,9.B.141,GH31,CE9"
"GH73,1.C.105,2.A.37"
"2.A.2,GH36,2.A.40"
"GH65,2.A.2"
"GT0,4.A.3,1.I.1,GH25"
"3.A.1,3.A.1,3.A.1,3.A.3,2.A.3,LacI,GH2,2.A.2,9.B.105"
"GH32,4.A.1,3.A.1"
"GT4,GT4,4.D.2"
"3.A.1,2.A.35,3.A.1,3.A.1,3.A.1,1.A.14,GT8|GT101,GT8|GT101,GT101"
"GH73,2.A.87,GT32,2.A.66,3.A.3,3.A.24,GT2,GT4,GT26"
"2.A.3,3.A.5,3.A.5,GT4,GT8,GT2,GT113"
"2.A.1,LacI,4.A.1,GH140"
"3.A.1,GT4"
"GH13_31,3.A.1,3.A.1,3.A.1,3.A.1,GH65,CBM34|GH13_20,GH13_31"
"GH1,4.A.3,4.A.3,4.A.3,GntR,GH1,GntR,4.A.3,GH1"
"9.B.31,2.A.7,GT2"
"2.A.37,PfkB,GH25,GH73"
"3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,MarR,2.A.1,2.A.17,GH42,2.A.3,3.A.1,3.A.1"
"4.A.3,GH1,HTH_6,GH1,4.A.3,4.A.3"
"4.A.2,PfkB,HTH_DeoR,GH31,3.A.1"
"2.A.66,GT2"
"GT4,GT1,9.B.18,8.A.3,8.A.3"
"GH32,4.A.1"
"4.A.5,9.B.2,3.A.1,3.D.4,3.D.4,3.A.1,3.A.1,SBP_bac_3,3.A.1,HTH_6,GH170,SIS,4.A.1,8.A.5"
"2.A.21,Trans_reg_C,GT8,GT8,GT8,2.A.1,2.A.1"
"CBM50,2.A.87"
"3.A.1,MerR,2.A.1,GT0"
"9.A.40,Pribosyltran,2.A.3,GH25,3.A.18,4.A.3,GT0"
